AC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,day,month,temp_irradiation,module_temp_irradiation
14.86,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.246666666666668,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.84,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.44,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.633333333333338,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
15.02,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.673333333333336,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.586666666666668,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.453333333333337,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
13.993333333333334,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
15.159999999999997,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
11.013333333333332,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.679999999999998,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
15.213333333333331,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
15.9,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
16.03333333333333,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.446666666666664,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.546666666666669,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
15.133333333333333,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
14.600000000000003,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
13.1,24.74278656666667,24.07722983333333,0.0129619781466666,6,15,5,0.32071545876476926,0.31208852693193573
26.493333333333336,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,5,0.5209749537557239,0.5123974449951707
24.35333333333333,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,5,0.5209749537557239,0.5123974449951707
26.50666666666667,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,5,0.5209749537557239,0.5123974449951707
23.79285714285714,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,5,0.5209749537557239,0.5123974449951707
